id_lieu;annee_tournage;type_tournage;nom_tournage;nom_realisateur;nom_producteur;adresse_lieu;ardt_lieu;date_debut;date_fin;coord_x;coord_y;geo_shape;geo_point_2d;actors;runtime;Genre;Metascore;Released;Rating;nb_votes
2018-412;2018;Série TV;The Marvelous Mrs Maisel;Amy Sherman-Palladino et Dan Palladino;NW 2018;rue des orfèvres, 75001 paris;75001;2018-03-27;2018-03-27;2.34525367;48.85851701;"{""type"": ""Point"", ""coordinates"": [2.345253665800064, 48.85851700951258]}";48.8585170095,2.3452536658;Rachel Brosnahan, Alex Borstein, Michael Zegen, Marin Hinkle;57 min;Comedy, Drama;N/A;17 Mar 2017;8.7;84,422
2016-1728;2016;Long métrage;LE BRIO;YVAN ATTAL;CHAPTER 2;188  BOULEVARD  SAINT GERMAIN;75007;2016-12-23;2016-12-23;2.330355;48.854646;"{""type"": ""Point"", ""coordinates"": [2.330355000102557, 48.85464599960932]}";48.8546459996,2.3303550001;Daniel Auteuil, Camélia Jordana, Yasin Houicha, Nozha Khouadra;95 min;Comedy, Drama;N/A;22 Nov 2017;6.8;3,629
2018-424;2018;Long métrage;PLAY;Anthony Marciano;Chapter 2;avenue de la grotte, 75019 paris;75019;2018-03-28;2018-03-28;2.38357142;48.88218739;"{""type"": ""Point"", ""coordinates"": [2.383571423637889, 48.88218738741416]}";48.8821873874,2.38357142364;Max Boublil, Alice Isaaz, Malik Zidi, Arthur Périer;108 min;Comedy, Romance;N/A;01 Jan 2020;7.1;1,110
2016-1746;2016;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;RUE  EUGENE ATGET;75013;2016-04-16;2016-04-16;2.369452;48.835198;"{""type"": ""Point"", ""coordinates"": [2.369452000348585, 48.83519799967393]}";48.8351979997,2.36945200035;Edouard Baer, Hélène Fillières, Bakary Sangaré, Liliane Rovère;105 min;Adventure;N/A;N/A;5.7;16
2018-433;2018;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;rue turgot, 75009 paris;75009;2018-04-04;2018-04-05;2.34555854;48.87987362;"{""type"": ""Point"", ""coordinates"": [2.345558538588732, 48.87987362352485]}";48.8798736235,2.34555853859;Patrick Dempsey, Amanda Peterson, Courtney Gains, Tina Caspary;94 min;Comedy, Drama, Romance;36;14 Aug 1987;6.8;33,553
2016-1757;2016;Long métrage;JUST DIVORCED;MAXIME GOVARE;LES IMPRODUCTIBLES;RUE  ABEL GANCE;75013;2016-11-09;2016-11-09;2.373726;48.835585;"{""type"": ""Point"", ""coordinates"": [2.373725999750589, 48.8355849999817]}";48.835585,2.37372599975;April Bogenschutz;N/A;Comedy;N/A;N/A;N/A;N/A
2018-142;2018;Long métrage;CELLE QUE VOUS CROYEZ;SAFY NEBBOU;DIAPHANA FILMS;19 boulevard de vaugirard, 75015 paris;75015;2018-03-09;2018-03-09;2.31898803;48.84141679;"{""type"": ""Point"", ""coordinates"": [2.318988029840916, 48.841416791791396]}";48.8414167918,2.31898802984;Juliette Binoche, Nicole Garcia, François Civil, Marie-Ange Casta;101 min;Drama, Romance;N/A;27 Feb 2019;6.9;4,482
2016-1770;2016;Long métrage;SIMONE BENLOULOU;MYRIAM AZIZA;INCOGNITA;71  QUAI  DE SEINE;75019;2016-11-04;2016-11-04;2.377387;48.888165;"{""type"": ""Point"", ""coordinates"": [2.377386999589993, 48.88816500032991]}";48.8881650003,2.37738699959;Sarah Stern, Jean-Christophe Folly, Julia Piaton, Catherine Jacob;95 min;Comedy, Drama;N/A;24 Jun 2018;5.3;1,488
2018-338;2018;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;14 rue béranger, 75003 paris;75003;2018-03-20;2018-03-21;2.36383625;48.86603619;"{""type"": ""Point"", ""coordinates"": [2.363836249638929, 48.8660361922686]}";48.8660361923,2.36383624964;Patrick Dempsey, Amanda Peterson, Courtney Gains, Tina Caspary;94 min;Comedy, Drama, Romance;36;14 Aug 1987;6.8;33,553
2020-379;2020;Long métrage;Une jeune fille qui va bien;Sandrine Kiberlain;CURIOSA FILMS;galerie de montpensier, 75001 paris;75001;2020-08-21;2020-08-21;2.33666712;48.86413408;"{""type"": ""Point"", ""coordinates"": [2.336667119710931, 48.86413408042733]}";48.8641340804,2.33666711971;;;;;;;
2018-348;2018;Long métrage;ALEXANDRE;François Ozon;MANDARIN PRODUCTION;17 rue des barres, 75004 paris;75004;2018-03-26;2018-03-26;2.35549257;48.85565287;"{""type"": ""Point"", ""coordinates"": [2.355492567228462, 48.85565286964324]}";48.8556528696,2.35549256723;Anthony Hopkins, David Bedella, Jessie Kamm, Angelina Jolie;175 min;Action, Biography, Drama, History, War;39;24 Nov 2004;5.6;163,839
2020-383;2020;Long métrage;Une jeune fille qui va bien;Sandrine Kiberlain;CURIOSA FILMS;14 boulevard de strasbourg, 75010 paris;75010;2020-08-19;2020-08-20;2.35520662;48.87059893;"{""type"": ""Point"", ""coordinates"": [2.355206616867252, 48.87059892954064]}";48.8705989295,2.35520661687;;;;;;;
2018-363;2018;Long métrage;PLAY;Anthony Marciano;Chapter 2;15 rue de palestro, 75002 paris;75002;2018-03-22;2018-03-23;2.3514189;48.86539718;"{""type"": ""Point"", ""coordinates"": [2.351418898654424, 48.86539717624601]}";48.8653971762,2.35141889865;Max Boublil, Alice Isaaz, Malik Zidi, Arthur Périer;108 min;Comedy, Romance;N/A;01 Jan 2020;7.1;1,110
2020-392;2020;Long métrage;Une jeune fille qui va bien;Sandrine Kiberlain;CURIOSA FILMS;rue de nesle, 75006 paris;75006;2020-08-20;2020-08-21;2.3395759;48.85503194;"{""type"": ""Point"", ""coordinates"": [2.339575903648881, 48.855031937012576]}";48.855031937,2.33957590365;;;;;;;
2018-367;2018;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;203 rue de charenton, 75012 paris;75012;2018-03-23;2018-03-23;2.388871;48.83963921;"{""type"": ""Point"", ""coordinates"": [2.388871004927934, 48.83963921008111]}";48.8396392101,2.38887100493;Romain Duris, Céline Sallette, Laurent Lucas, Flora Fischbach;35 min;Crime, Drama;N/A;08 Apr 2019;6.7;316
2020-398;2020;Long métrage;C'est Quoi ce Papy;Gabriel Julien Laférrière;Bonne Pioche Cinéma;1 place maurice barrès, 75001 paris;75001;2020-08-18;2020-08-20;2.32572614;48.86725548;"{""type"": ""Point"", ""coordinates"": [2.325726139545853, 48.86725547406369]}";48.8672554741,2.32572613955;Julie Gayet, Julie Depardieu, Thierry Neuvic, Arié Elmaleh;N/A;Comedy;N/A;11 Aug 2021;N/A;N/A
2018-219;2018;Long métrage;ZONE FRANCHE;Monsieur Mohamed Hamidi;ADNP QUAD FILMS;5 rue de chantilly, 75009 paris;75009;2018-02-27;2018-02-28;2.34695143;48.87838549;"{""type"": ""Point"", ""coordinates"": [2.346951430481288, 48.878385485488735]}";48.8783854855,2.34695143048;Gilbert Melki, Pio Marmaï, Pascal Elso, Clémentine Poidatz;89 min;Comedy, Drama;N/A;04 May 2016;5.9;157
2018-229;2018;Long métrage;Le Fataliste;Louis Garrel;Why Not Productions;place ferdinand brunot, 75014 paris;75014;2018-03-01;2018-03-01;2.32732229;48.83269918;"{""type"": ""Point"", ""coordinates"": [2.327322290889722, 48.83269917999981]}";48.83269918,2.32732229089;Rogério Samora, André Gomes, Rita Blanco, Suzana Borges;99 min;Comedy, Drama, Romance;N/A;08 Dec 2005;5.3;134
2020-439;2020;Long métrage;Suprêmes;Audrey Estrougo;Nord Ouest Films;6 rue pierre mouillard, 75020 paris;75020;2020-09-07;2020-09-08;2.40808053;48.86730392;"{""type"": ""Point"", ""coordinates"": [2.408080529494066, 48.86730391840879]}";48.8673039184,2.40808052949;Jean Croué, Alfred Zorilla, Gabrielle Robinne;N/A;Drama;N/A;09 Nov 1917;N/A;N/A
2018-485;2018;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;9 avenue hoche, 75008 paris;75008;2018-04-24;2018-04-25;2.30375968;48.8772123;"{""type"": ""Point"", ""coordinates"": [2.303759678812939, 48.87721229780744]}";48.8772122978,2.30375967881;Andor Ajtay, Margit Bara, György Bárdy, Gyula Buss;100 min;Drama;N/A;14 Nov 1958;7.1;9
2019-1612;2019;Série TV;Alice NEVERS;julien ZIDI;EGO PRoductions;46 boulevard de la villette, 75019 paris;75019;2019-11-28;2019-11-28;2.37513957;48.87415155;"{""type"": ""Point"", ""coordinates"": [2.375139566791725, 48.874151551241155]}";48.8741515512,2.37513956679;Marine Delterme, Jean-Michel Tinivelli, Guillaume Carcaud, Daniel-Jean Colloredo;90 min;Crime, Drama;N/A;11 Nov 1993;5.7;168
2018-495;2018;Long métrage;PLAY;Anthony Marciano;Chapter 2;parvis notre-dame place jean-paul ii, 75004 paris;75004;2018-04-12;2018-04-12;2.34742343;48.85356537;"{""type"": ""Point"", ""coordinates"": [2.347423428584993, 48.853565364492596]}";48.8535653645,2.34742342858;Max Boublil, Alice Isaaz, Malik Zidi, Arthur Périer;108 min;Comedy, Romance;N/A;01 Jan 2020;7.1;1,110
2019-1624;2019;Long métrage;French Exit;Azazel Jacobs;Same Player;passage des récollets, 75010 paris;75010;2019-12-03;2019-12-03;2.35860948;48.87430497;"{""type"": ""Point"", ""coordinates"": [2.358609483028202, 48.87430497339783]}";48.8743049734,2.35860948303;Michelle Pfeiffer, Lucas Hedges, Tracy Letts, Valerie Mahaffey;113 min;Comedy, Drama;57;26 Mar 2021;6.5;659
2018-704;2018;Long métrage;CHANSON DOUCE;LUCIE BORLETEAU;WHY NOT PRODUCTIONS;23 rue jean-pierre timbaud, 75011 paris;75011;2018-06-08;2018-06-09;2.3683791100000002;48.86540504;"{""type"": ""Point"", ""coordinates"": [2.368379107504065, 48.86540503704447]}";48.865405037,2.3683791075;Karin Viard, Leïla Bekhti, Antoine Reinartz, Assya Da Silva;100 min;Crime, Drama;N/A;27 Nov 2019;5.9;844
2018-1315;2018;Long métrage;BANLIEUSARDS;Leila Sy et Kery James;Les films Velvet;parvis rosa parks, 75019 paris;75019;2018-11-06;2018-11-07;2.37481184;48.89719102;"{""type"": ""Point"", ""coordinates"": [2.374811835093078, 48.8971910159285]}";48.8971910159,2.37481183509;Kery James, Jammeh Diangana, Bakary Diombera, Chloé Jouannet;96 min;Crime;N/A;12 Oct 2019;6.4;1,268
2018-707;2018;Série TV;Vernon Subutex;;TETRA MEDIA FICTION;16 place denfert-rochereau, 75014 paris;75014;2018-06-05;2018-06-14;2.33057596;48.83403471;"{""type"": ""Point"", ""coordinates"": [2.330575964045174, 48.834034709170716]}";48.8340347092,2.33057596405;Romain Duris, Céline Sallette, Laurent Lucas, Flora Fischbach;35 min;Crime, Drama;N/A;08 Apr 2019;6.7;316
2016-233;2016;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;PLACE  DE LA PORTE MAILLOT;75017;2016-11-18;2016-11-18;2.283835;48.878577;"{""type"": ""Point"", ""coordinates"": [2.283835000634371, 48.87857700018377]}";48.8785770002,2.28383500063;Huma Qureshi, Rahul Khanna, Siddharth, Leysha Mange;48 min;Drama, Sci-Fi;N/A;14 Jun 2019;4.8;7,996
2018-731;2018;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;place jacques rouché, 75009 paris;75009;2018-06-08;2018-06-09;2.33277686;48.87214013;"{""type"": ""Point"", ""coordinates"": [2.33277686222836, 48.872140131555376]}";48.8721401316,2.33277686223;Andor Ajtay, Margit Bara, György Bárdy, Gyula Buss;100 min;Drama;N/A;14 Nov 1958;7.1;9
2016-264;2016;Série TV;EMMA;ALFRED LOT;MANDARIN CINEMA;5  BOULEVARD  DES FILLES DU CALVAIRE;75003;2016-02-16;2016-02-16;2.366844;48.861535;"{""type"": ""Point"", ""coordinates"": [2.366843999836065, 48.86153500036263]}";48.8615350004,2.36684399984;Anya Taylor-Joy, Angus Imrie, Letty Thomas, Gemma Whelan;124 min;Comedy, Drama, Romance;71;06 Mar 2020;6.7;35,845
2016-274;2016;Long métrage;CARBONE;OLIVIER MARCHAL;LES FILMS MANUEL MUNZ;8  AVENUE  ELISEE RECLUS;75007;2016-11-14;2016-11-14;2.297476;48.858373;"{""type"": ""Point"", ""coordinates"": [2.297476000339265, 48.85837299957842]}";48.8583729996,2.29747600034;Benoît Magimel, Gringe, Idir Chender, Laura Smet;104 min;Crime, Thriller;N/A;01 Nov 2017;6.5;2,186
2016-286;2016;Long métrage;DANIEL;CYRIL MENNEGUN;UNITE DE PRODUCTION;IMPASSE  DE LA TOUR D'AUVERGNE;75009;2016-05-27;2016-05-27;2.342312;48.879763;"{""type"": ""Point"", ""coordinates"": [2.34231200028404, 48.879763000306944]}";48.8797630003,2.34231200028;Esben Smed, Toby Kebbell, Arbi Alviati, Yvonne Andersen;138 min;Drama;N/A;29 Aug 2019;7.8;2,347
2018-322;2018;Long métrage;LES BONNES INTENTIONS;Gilles LEGRAND;EPITHETE FILMS;35 boulevard de courcelles, 75008 paris;75008;2018-04-10;2018-04-10;2.31123909;48.88051652;"{""type"": ""Point"", ""coordinates"": [2.311239089679554, 48.88051651542833]}";48.8805165154,2.31123908968;Javier Drolas, Jazmín Stuart, Amanda Minujin, Sebastian Arzeno;85 min;Drama;N/A;05 Dec 2019;6.5;406
2016-1817;2016;Téléfilm;LA BETE CURIEUSE;LAURENT PERREAU;EX NIHILO;1  PARVIS  NOTRE DAME;75004;2016-05-09;2016-05-09;2.347729;48.854342;"{""type"": ""Point"", ""coordinates"": [2.347728999849449, 48.85434200014986]}";48.8543420001,2.34772899985;Laura Smet, Samir Guesmi, Laurent Poitrenaux, Marie Bunel;90 min;Drama;N/A;31 Mar 2017;6.5;92
2018-561;2018;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;quai de la mégisserie, 75001 paris;75001;2018-04-25;2018-04-26;2.34439458;48.85796774;"{""type"": ""Point"", ""coordinates"": [2.344394579251621, 48.85796774023032]}";48.8579677402,2.34439457925;Romain Duris, Céline Sallette, Laurent Lucas, Flora Fischbach;35 min;Crime, Drama;N/A;08 Apr 2019;6.7;316
2016-1822;2016;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;25  AVENUE  DE L'OBSERVATOIRE;75006;2016-11-28;2016-12-01;2.337469;48.841911;"{""type"": ""Point"", ""coordinates"": [2.33746900040326, 48.8419109999921]}";48.841911,2.3374690004;Anders Danielsen Lie, Golshifteh Farahani, Denis Lavant, Sigrid Bouaziz;93 min;Drama, Horror, Thriller;50;13 Jul 2018;6.0;10,750
2016-1866;2016;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;BOULEVARD  MAGENTA;75010;2016-10-19;2016-10-19;2.356543;48.876029;"{""type"": ""Point"", ""coordinates"": [2.356542999682545, 48.87602900020611]}";48.8760290002,2.35654299968;Gemma Arterton, Dominic Cooper, Frances Barber, Marthe Keller;101 min;Drama;75;03 Aug 2018;5.9;1,929
2018-463;2018;Série TV;ALICE NEVERS;VINCENT GIOVANNI;EGO PRoductions;16 rue gros, 75016 paris;75016;2018-04-12;2018-04-12;2.27643037;48.85140315;"{""type"": ""Point"", ""coordinates"": [2.276430369190689, 48.85140315311414]}";48.8514031531,2.27643036919;Marine Delterme, Jean-Michel Tinivelli, Guillaume Carcaud, Daniel-Jean Colloredo;90 min;Crime, Drama;N/A;11 Nov 1993;5.7;168
2020-471;2020;Long métrage;LA VIE DEVANT SOI;Nessim CHIKHAOUI;ALBERTINE PRODUCTIONS / LA VIE DEVANT SOI;5 cité champagne, 75020 paris;75020;2020-10-02;2020-10-02;2.4053069799999998;48.85373446;"{""type"": ""Point"", ""coordinates"": [2.405306977211096, 48.85373445895664]}";48.853734459,2.40530697721;Sophia Loren, Ibrahima Gueye, Renato Carpentieri, Iosif Diego Pirvu;94 min;Drama;66;13 Nov 2020;6.8;11,106
2018-1116;2018;Long métrage;Van Gogh in love;Jean Luc Ayach;MICA Films;36 rue du fer à moulin, 75005 paris;75005;2018-10-01;2018-10-02;2.35283825;48.83891488;"{""type"": ""Point"", ""coordinates"": [2.352838247428543, 48.838914879657736]}";48.8389148797,2.35283824743;Frédéric Diefenthal, Hande Kodja, Steve Driesen, Marie Borg;93 min;Comedy;N/A;13 Aug 2021;N/A;N/A
2020-482;2020;Long métrage;BARBAQUE;FABRICE EBOUE;CINEFRANCE STUDIOS;boulevard davout, 75020 paris;75020;2020-09-10;2020-09-12;2.41030331;48.8556161;"{""type"": ""Point"", ""coordinates"": [2.410303309957419, 48.855616096479544]}";48.8556160965,2.41030330996;Fabrice Eboué, Marina Foïs, Roby Schinasi, Virginie Hocq;N/A;Comedy;N/A;N/A;N/A;N/A
2018-567;2018;Série TV;Mike;Frédéric HAZAN;Kabotine;10 rue saint-victor, 75005 paris;75005;2018-04-20;2018-04-20;2.35135541;48.84814508;"{""type"": ""Point"", ""coordinates"": [2.351355406190296, 48.84814508355321]}";48.8481450836,2.35135540619;Zac Efron, Adam Devine, Anna Kendrick, Aubrey Plaza;98 min;Comedy, Romance;51;08 Jul 2016;6.0;83,679
2020-489;2020;Long métrage;LA VIE DEVANT SOI;Nessim CHIKHAOUI;ALBERTINE PRODUCTIONS / LA VIE DEVANT SOI;52 cours de vincennes, 75012 paris;75012;2020-10-09;2020-10-09;2.40360773;48.84731608;"{""type"": ""Point"", ""coordinates"": [2.403607726849421, 48.84731608076338]}";48.8473160808,2.40360772685;Sophia Loren, Ibrahima Gueye, Renato Carpentieri, Iosif Diego Pirvu;94 min;Drama;66;13 Nov 2020;6.8;11,106
2020-499;2020;Série TV;Arsène Lupin;Hugo GÉLIN;Gaumont production télévision;228 rue de rivoli, 75001 paris;75001;2020-09-25;2020-09-25;2.3281011;48.86519362;"{""type"": ""Point"", ""coordinates"": [2.328101101183749, 48.8651936170584]}";48.8651936171,2.32810110118;Romain Duris, Kristin Scott Thomas, Pascal Greggory, Eva Green;125 min;Action, Adventure, Crime, Mystery, Romance, Thriller;N/A;13 Oct 2004;5.5;6,858
2019-307;2019;Série TV;Plan Coeur S2;Noemie Saglio - Renaud Bertrand;MyBox Films;promenade signoret-montand, 75019 paris;75019;2019-03-26;2019-03-30;2.37204058;48.88521308;"{""type"": ""Point"", ""coordinates"": [2.372040576952327, 48.88521308147245]}";48.8852130815,2.37204057695;Victor Artus Solaro;N/A;Reality-TV;N/A;25 Oct 2019;6.6;9
2018-594;2018;Série TV;MIKE;Frédéric HAZAN;Kabotine;1 rue sivel, 75014 paris;75014;2018-05-09;2018-05-09;2.32742233;48.83369885;"{""type"": ""Point"", ""coordinates"": [2.327422328342636, 48.83369884639634]}";48.8336988464,2.32742232834;Zac Efron, Adam Devine, Anna Kendrick, Aubrey Plaza;98 min;Comedy, Romance;51;08 Jul 2016;6.0;83,679
2019-78;2019;Série TV;CLEM;Bénédicte DELMAS;MERLIN PRODUCTIONS;3 place rhin et danube, 75019 paris;75019;2019-01-22;2019-01-22;2.39308372;48.88224321;"{""type"": ""Point"", ""coordinates"": [2.39308372259968, 48.88224320764942]}";48.8822432076,2.3930837226;Lucie Lucas, Carole Richert, Jean Dell, Élodie Fontan;90 min;Comedy;N/A;22 Feb 2010;6.0;110
2018-596;2018;Série TV;MIKE;Frédéric HAZAN;Kabotine;7 rue liancourt, 75014 paris;75014;2018-05-07;2018-05-07;2.32796524;48.83359701;"{""type"": ""Point"", ""coordinates"": [2.32796523798379, 48.83359700432548]}";48.8335970043,2.32796523798;Zac Efron, Adam Devine, Anna Kendrick, Aubrey Plaza;98 min;Comedy, Romance;51;08 Jul 2016;6.0;83,679
2018-960;2018;Série TV;une famille formidable;Nicolas Herdt;Panama productions;19 rue sainte-marthe, 75010 paris;75010;2018-08-17;2018-08-17;2.3718795999999998;48.87400182;"{""type"": ""Point"", ""coordinates"": [2.371879604159369, 48.874001819799005]}";48.8740018198,2.37187960416;Anny Duperey, Bernard Le Coq, Alexandre Thibault, Jennifer Lauret;90 min;Comedy, Romance;N/A;17 Sep 1992;5.6;105
2016-306;2016;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;BOULEVARD  DE STRASBOURG;75010;2016-04-05;2016-04-05;2.355912;48.872684;"{""type"": ""Point"", ""coordinates"": [2.355911999367669, 48.87268400010294]}";48.8726840001,2.35591199937;Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen;107 min;Crime, Drama, Mystery, Thriller;N/A;26 Apr 1996;6.3;16,146
2018-987;2018;Série TV;Huge in France;Andy Mogel et Jarrad Paul;Froggie Production;325 rue saint-martin, 75003 paris;75003;2018-08-28;2018-08-29;2.3546347;48.86759808;"{""type"": ""Point"", ""coordinates"": [2.354634702670217, 48.867598074626386]}";48.8675980746,2.35463470267;Gad Elmaleh, Scott Keiji Takeda, Jordan Ver Hoeve, Erinn Hayes;30 min;Comedy;N/A;12 Apr 2019;6.8;2,405
2016-310;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;QUAI  D'ORSAY;75007;2016-02-26;2016-02-26;2.307205;48.862275;"{""type"": ""Point"", ""coordinates"": [2.307205000026312, 48.86227499986713]}";48.8622749999,2.30720500003;Armaan Ralhan, Ranveer Singh, Vaani Kapoor, Akarsh Khurana;130 min;Comedy, Drama, Romance;N/A;09 Dec 2016;3.9;7,110
2018-1008;2018;Téléfilm;QUAND SORT LA RECLUSE;Josée DAYAN;PASSIONFILMS;13 rue de charonne, 75011 paris;75011;2018-08-29;2018-08-30;2.37435287;48.85278319;"{""type"": ""Point"", ""coordinates"": [2.374352868252115, 48.85278318504183]}";48.852783185,2.37435286825;Jean-Hugues Anglade, Jacques Spiesser, Sylvie Testud, Elisabeth Depardieu;88 min;Crime, Drama, Mystery;N/A;17 Apr 2019;6.0;29
2016-314;2016;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;PLACE  CHARLES DULLIN;75009;2016-03-14;2016-03-14;2.330582;48.871796;"{""type"": ""Point"", ""coordinates"": [2.330581999485896, 48.87179600036477]}";48.8717960004,2.33058199949;Nawell Madani, François Berléand, Mimoun Benabderrahmane, Leyla Doriane;99 min;Comedy;N/A;29 Nov 2017;6.2;398
2018-1013;2018;Série TV;Osmosis;Pierre Aknine;CAPA SERIES;port henri iv, 75004 paris;75004;2018-08-29;2018-08-30;2.36474296;48.84701097;"{""type"": ""Point"", ""coordinates"": [2.364742955535088, 48.84701096780806]}";48.8470109678,2.36474295554;Agathe Bonitzer, Hugo Becker, Gaël Kamilindi, Manoel Dupont;55 min;Romance, Sci-Fi;N/A;29 Mar 2019;5.9;2,660
2018-1018;2018;Long métrage;Mignonnes;Maïmouna Doucouré;Bien ou bien Productions;4 rue manin, 75019 paris;75019;2018-08-29;2018-08-29;2.38208807;48.88213499;"{""type"": ""Point"", ""coordinates"": [2.382088070406161, 48.882134990246875]}";48.8821349902,2.38208807041;Fathia Youssouf, Médina El Aidi-Azouni, Esther Gohourou, Ilanah Cami-Goursolas;96 min;Drama;67;09 Sep 2020;3.2;27,769
2016-380;2016;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;ECOLE  VULPIAN GERVAIS CORVISART;75013;2016-03-01;2016-03-04;2.347686;48.831737;"{""type"": ""Point"", ""coordinates"": [2.3476860001040842, 48.83173699965123]}";48.8317369997,2.3476860001;Edouard Baer, Hélène Fillières, Bakary Sangaré, Liliane Rovère;105 min;Adventure;N/A;N/A;5.7;16
2016-385;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  CAULAINCOURT;75018;2016-05-27;2016-05-27;2.3359579999999998;48.889415;"{""type"": ""Point"", ""coordinates"": [2.335957999344124, 48.889414999750244]}";48.8894149998,2.33595799934;Armaan Ralhan, Ranveer Singh, Vaani Kapoor, Akarsh Khurana;130 min;Comedy, Drama, Romance;N/A;09 Dec 2016;3.9;7,110
2019-147;2019;Long métrage;J'ACCUSE;Roman Polanski;LEGENDAIRE;cité de trévise, 75009 paris;75009;2019-02-13;2019-02-15;2.34668065;48.87481826;"{""type"": ""Point"", ""coordinates"": [2.346680651054729, 48.874818260002336]}";48.87481826,2.34668065105;Louis Garrel, Christophe Maratier, Pierre Poirot, Stéfan Godin;132 min;Drama, History, Thriller;56;13 Nov 2019;7.2;14,320
2016-1929;2016;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;5  RUE  DU DOCTEUR PAQUELIN/CAFE DU QUARTIER;75020;2016-08-08;2016-08-08;2.402734;48.869189;"{""type"": ""Point"", ""coordinates"": [2.4027339997387642, 48.869189000428534]}";48.8691890004,2.40273399974;Alexandra Lamy, Arnaud Ducret, Jamie Bamber, Anne Marivin;95 min;Comedy, Romance;N/A;23 Jun 2020;5.5;896
2019-404;2019;Long métrage;BOUTCHOU;ADRIEN PIQUET-GAUTHIER ET SIMON ISTOLAINEN;PAIVA FILMS;14 rue du cambodge, 75020 paris;75020;2019-04-10;2019-04-11;2.3979107;48.8664589;"{""type"": ""Point"", ""coordinates"": [2.397910704065794, 48.86645889526404]}";48.8664588953,2.39791070407;Carole Bouquet, Gérard Darmon, Clémentine Célarié, Pascal N'Zonzi;78 min;Comedy;N/A;23 Sep 2020;4.2;83
2016-1933;2016;Long métrage;LES FILLES DE REIMS;JULIEN HALLARD;LES FILMS VELVET;225  RUE  DE L'UNIVERSIT2;75007;2016-09-05;2016-09-05;2.296288;48.859628;"{""type"": ""Point"", ""coordinates"": [2.296287999428532, 48.85962800002863]}";48.859628,2.29628799943;Max Boublil, Vanessa Guide, Bruno Lochet, Carole Franck;90 min;Comedy, Drama, History, Sport;N/A;18 Jan 2019;6.0;510
2019-763;2019;Série TV;BALTHAZAR;Jérémy Minui;BEAUBOURG STORIES;1 rue dupont des loges, 75007 paris;75007;2019-07-17;2019-07-17;2.30157774;48.85952923;"{""type"": ""Point"", ""coordinates"": [2.301577740451914, 48.859529227110606]}";48.8595292271,2.30157774045;Tomer Sisley, Hélène de Fougerolles, Yannig Samot, Philypa Phoenix;52 min;Crime, Thriller;N/A;20 Nov 2018;7.6;836
2016-1958;2016;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;15  RUE  POLIVEAU;75005;2016-03-21;2016-03-21;2.360048;48.840246;"{""type"": ""Point"", ""coordinates"": [2.360048000624603, 48.84024599984668]}";48.8402459998,2.36004800062;Edouard Baer, Hélène Fillières, Bakary Sangaré, Liliane Rovère;105 min;Adventure;N/A;N/A;5.7;16
2019-773;2019;Long métrage;THE HUNTING;LEO ZHANG;SWEET DREAMS FILMS;rue alphonse de neuville, 75017 paris;75017;2019-07-08;2019-07-08;2.30318265;48.8853183;"{""type"": ""Point"", ""coordinates"": [2.303182652877083, 48.885318296822355]}";48.8853182968,2.30318265288;Sam Reid, Jessica De Gouw, Kavitha Anandasivam, Luca Asta Sardelis;N/A;Drama;N/A;01 Aug 2019;7.2;601
2020-549;2020;Série TV;YOUR HONOR;JULIUS BERG;FEDERATION ENTERTAINMENT;bois de vincennes, 75012 paris;75012;2020-09-23;2020-09-23;2.44843395;48.83555864;"{""type"": ""Point"", ""coordinates"": [2.448433951959917, 48.83555864371996]}";48.8355586437,2.44843395196;Bryan Cranston, Hunter Doohan, Hope Davis, Michael Stuhlbarg;573 min;Crime, Drama, Thriller;N/A;06 Dec 2020;7.7;30,583
