id_lieu;annee_tournage;type_tournage;nom_tournage;nom_realisateur;nom_producteur;adresse_lieu;ardt_lieu;date_debut;date_fin;coord_x;coord_y;geo_shape;geo_point_2d;actors;runtime;Genre;Metascore;Released;Rating;nb_votes
2016-322;2016;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;19  AVENUE  KLEBER/HOTEL LE PENINSULA;75016;2016-07-12;2016-07-12;2.293316;48.871009;"{""type"": ""Point"", ""coordinates"": [2.293315999702749, 48.87100900008343]}";48.8710090001,2.2933159997;Gilles Lellouche, Louise Bourgoin, Manu Payet, Marilou Berry;97 min;Comedy, Family;N/A;19 Apr 2017;5.3;832
2016-354;2016;Long métrage;CA C'EST LA FAMILLE;TEDDY LUSSI MODESTE;KAZAK PRODUCTIONS;45  RUE  DE CLIGNANCOURT;75008;2016-08-24;2016-08-24;2.307901;48.876176;"{""type"": ""Point"", ""coordinates"": [2.307901000087476, 48.876176000318125]}";48.8761760003,2.30790100009;Tahar Rahim, Roschdy Zem, Maïwenn, Grégoire Colin;92 min;Comedy, Drama;N/A;30 Aug 2017;5.8;300
2016-356;2016;Long métrage;THIRST STREET;NATHAN SILVER;IN VIVO FILMS;34-14/43  RUE  DULONG;75017;2016-09-08;2016-09-08;2.316246;48.885227;"{""type"": ""Point"", ""coordinates"": [2.316246000643881, 48.88522700021326]}";48.8852270002,2.31624600064;Anjelica Huston, Lindsay Burdge, Damien Bonnard, Esther Garrel;83 min;Comedy, Drama, Romance;71;25 Jul 2018;5.8;477
2016-366;2016;Long métrage;UNE VIE VIOLENTE;THIERRY DE PERRETI;LES FILMS VELVET;108  RUE  SAINT LAZARE;75008;2016-06-16;2016-06-16;2.325348;48.875559;"{""type"": ""Point"", ""coordinates"": [2.325347999868247, 48.875559000333745]}";48.8755590003,2.32534799987;Jean Michelangeli, Henri-Noël Tabary, Cédric Appietto, Marie-Pierre Nouveau;107 min;Drama, Thriller;N/A;09 Aug 2017;6.0;316
2016-389;2016;Long métrage;LA MELODIE;RACHID HAMI;MIZAR FILMS;7  RUE  JEAN QUARRE/COLLEGE GUILLAUME BUDE;75019;2016-07-11;2016-07-15;2.396256;48.87683;"{""type"": ""Point"", ""coordinates"": [2.396256000635373, 48.87682999960503]}";48.8768299996,2.39625600064;Kad Merad, Samir Guesmi, Alfred Renely, Jean-Luc Vincent;102 min;Comedy, Drama, Music;N/A;08 Nov 2017;6.5;695
2016-1907;2016;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;PONT  MIRABEAU (SOUS LE PONT);75015;2016-02-05;2016-02-05;2.277318;48.845727;"{""type"": ""Point"", ""coordinates"": [2.277318000461101, 48.84572700017425]}";48.8457270002,2.27731800046;Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen;107 min;Crime, Drama, Mystery, Thriller;N/A;26 Apr 1996;6.3;16,146
2016-1927;2016;Long métrage;MADAME;AMANDA STHERS;LGM FILMS;16  RUE  DES FOSSES SAINT JACQUES;75005;2016-07-22;2016-07-22;2.344222;48.845513;"{""type"": ""Point"", ""coordinates"": [2.344221999698063, 48.84551299955878]}";48.8455129996,2.3442219997;Toni Collette, Harvey Keitel, Rossy de Palma, Michael Smiley;91 min;Comedy, Drama, Romance;45;23 Mar 2018;6.1;6,482
2016-1939;2016;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;AVENUE  DU PRESIDENT WILSON;75016;2016-02-13;2016-02-13;2.29457;48.864614;"{""type"": ""Point"", ""coordinates"": [2.294570000235055, 48.86461400027409]}";48.8646140003,2.29457000024;Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen;107 min;Crime, Drama, Mystery, Thriller;N/A;26 Apr 1996;6.3;16,146
2016-1951;2016;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;1  PLACE  DE NOTRE DAME;75004;2016-09-02;2016-09-02;2.351614;48.852776;"{""type"": ""Point"", ""coordinates"": [2.351614000573106, 48.852776000385504]}";48.8527760004,2.35161400057;Mélanie Thierry, Benoît Magimel, Benjamin Biolay, Grégoire Leprince-Ringuet;127 min;Biography, Drama, War;57;17 Aug 2018;6.2;959
2016-1973;2016;Série TV;MUNCH;GABRIEL LAFERRIERE;EXILENE FILMS;RUE  DU PERE CORENTIN;75014;2016-05-13;2016-05-13;2.329005;48.824888;"{""type"": ""Point"", ""coordinates"": [2.329005000665907, 48.82488800023215]}";48.8248880002,2.32900500067;Isabelle Nanty, Aurélien Wiik, Tom Villa, Paloma Coquant;N/A;Crime, Drama;N/A;09 Nov 2016;7.6;90
2020-528;2020;Long métrage;Les Olympiades;Jacques Audiard;Page 114;2 rue gazan, 75014 paris;75014;2020-10-14;2020-10-14;2.33993447;48.82418656;"{""type"": ""Point"", ""coordinates"": [2.339934469034646, 48.824186559939186]}";48.8241865599,2.33993446903;;;;;;;
2020-529;2020;Long métrage;Les Olympiades;Jacques Audiard;Page 114;128 avenue de choisy, 75013 paris;75013;2020-09-19;2020-09-19;2.35965776;48.82677772;"{""type"": ""Point"", ""coordinates"": [2.359657756366567, 48.82677772185813]}";48.8267777219,2.35965775637;;;;;;;
2020-570;2020;Série Web;Jeune et Golri;Fanny Sidney;THE FILM TV;13 rue sorbier, 75020 paris;75020;2020-10-09;2020-10-09;2.39145071;48.8669164;"{""type"": ""Point"", ""coordinates"": [2.39145071365762, 48.86691639938848]}";48.8669163994,2.39145071366;;;;;;;
2020-582;2020;Long métrage;Les Olympiades;Jacques Audiard;Page 114;108 rue de tolbiac, 75013 paris;75013;2020-10-02;2020-10-03;2.36223267;48.82654854;"{""type"": ""Point"", ""coordinates"": [2.362232667630569, 48.82654854241786]}";48.8265485424,2.36223266763;;;;;;;
2020-588;2020;Série Web;VIRTUE;FABIEN DUFILS;FULLTIMESTUDIO;25 boulevard pershing, 75017 paris;75017;2020-10-06;2020-10-06;2.28298723;48.87962786;"{""type"": ""Point"", ""coordinates"": [2.282987234829096, 48.87962785470989]}";48.8796278547,2.28298723483;Carole Lombard, Pat O'Brien, Mayo Methot, Jack La Rue;68 min;Crime, Drama, Romance;N/A;25 Oct 1932;6.9;635
2020-591;2020;Long métrage;ROSE;Niels Arden Oplev;FIRSTEP PRODUCTIONS;passerelle léopold sédar senghor, 75007 paris;75007;2020-10-19;2020-10-19;2.32439595;48.86140452;"{""type"": ""Point"", ""coordinates"": [2.32439594935346, 48.86140451609271]}";48.8614045161,2.32439594935;Sophie Rundle, Matt Stokoe, Nathan McMullen, Olive Gray;86 min;Horror;N/A;13 Oct 2020;5.7;228
2018-1032;2018;Série TV;Osmosis;Pierre Aknine;CAPA SERIES;place des vosges, 75004 paris;75004;2018-08-29;2018-08-29;2.36490507;48.85633347;"{""type"": ""Point"", ""coordinates"": [2.364905068353257, 48.85633347058436]}";48.8563334706,2.36490506835;Agathe Bonitzer, Hugo Becker, Gaël Kamilindi, Manoel Dupont;55 min;Romance, Sci-Fi;N/A;29 Mar 2019;5.9;2,660
2016-436;2016;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;4  RUE  DES BELLES FEUILLES;75016;2016-12-12;2016-12-12;2.283046;48.865872;"{""type"": ""Point"", ""coordinates"": [2.283045999925763, 48.86587200043827]}";48.8658720004,2.28304599993;Dominic West, Maura Tierney, Julia Goldani Telles, Jadon Sand;60 min;Drama;N/A;12 Oct 2014;7.9;41,252
2016-442;2016;Long métrage;KOTO;YUKI SAITO;HAUT LES MAINS;18  BOULEVARD  AUGUSTE BLANQUI;75013;2016-03-02;2016-03-03;2.352424;48.830773;"{""type"": ""Point"", ""coordinates"": [2.35242399958386, 48.830773000294506]}";48.8307730003,2.35242399958;Momoe Yamaguchi, Tomokazu Miura, Keiko Kishi, Jun Izumi;125 min;Drama;N/A;06 Dec 1980;6.7;62
2016-443;2016;Long métrage;DALIDA;LISA AZUELOS;BETHSABEE MUCHO;11BIS  RUE  D'ORCHAMPT;75018;2016-03-17;2016-03-17;2.336988;48.886894;"{""type"": ""Point"", ""coordinates"": [2.336988000573584, 48.886893999864284]}";48.8868939999,2.33698800057;Sveva Alviti, Riccardo Scamarcio, Jean-Paul Rouve, Niels Schneider;127 min;Biography, Drama, Music;N/A;01 Sep 2017;6.9;2,889
2016-459;2016;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;RUE  DU CAIRE;75002;2016-11-22;2016-11-23;2.350652;48.867616;"{""type"": ""Point"", ""coordinates"": [2.350652000115698, 48.867616000164006]}";48.8676160002,2.35065200012;Huma Qureshi, Rahul Khanna, Siddharth, Leysha Mange;48 min;Drama, Sci-Fi;N/A;14 Jun 2019;4.8;7,996
2016-476;2016;Long métrage;KOTO;YUKI SAITO;HAUT LES MAINS;EGLISE  NOTRE DAME DE LA CROIX;75020;2016-03-07;2016-03-07;2.3863659999999998;48.869165;"{""type"": ""Point"", ""coordinates"": [2.386365999606067, 48.86916499988653]}";48.8691649999,2.38636599961;Momoe Yamaguchi, Tomokazu Miura, Keiko Kishi, Jun Izumi;125 min;Drama;N/A;06 Dec 1980;6.7;62
2016-489;2016;Long métrage;JUST DIVORCED;MAXIME GOVARE;LES IMPRODUCTIBLES;RUE  DE LA FRATERNITE;75019;2016-09-26;2016-09-26;2.393702;48.881538;"{""type"": ""Point"", ""coordinates"": [2.393702000608569, 48.88153799989598]}";48.8815379999,2.39370200061;April Bogenschutz;N/A;Comedy;N/A;N/A;N/A;N/A
2016-502;2016;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;RUE  DE LA HARPE;75005;2016-10-20;2016-10-20;2.344363;48.852259;"{""type"": ""Point"", ""coordinates"": [2.344362999730668, 48.85225899980637]}";48.8522589998,2.34436299973;Gemma Arterton, Dominic Cooper, Frances Barber, Marthe Keller;101 min;Drama;75;03 Aug 2018;5.9;1,929
2016-503;2016;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;10  RUE  CHARLOT;75003;2016-11-18;2016-11-18;2.361005;48.861448;"{""type"": ""Point"", ""coordinates"": [2.361004999715711, 48.86144800018477]}";48.8614480002,2.36100499972;Déborah François, Alison Wheeler, Marc Ruchmann, Benjamin Bellecour;89 min;Comedy;N/A;05 Jul 2017;5.2;210
2016-1992;2016;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;BOULEVARD  DE STRASBOURG;75010;2016-10-19;2016-10-19;2.355912;48.872684;"{""type"": ""Point"", ""coordinates"": [2.355911999367669, 48.87268400010294]}";48.8726840001,2.35591199937;Gemma Arterton, Dominic Cooper, Frances Barber, Marthe Keller;101 min;Drama;75;03 Aug 2018;5.9;1,929
2016-2034;2016;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;RUE  DES HOSPITALIERES SAINT GERVAIS;75004;2016-08-25;2016-08-25;2.358936;48.857943;"{""type"": ""Point"", ""coordinates"": [2.358936000586888, 48.857943000162194]}";48.8579430002,2.35893600059;Gary Kemp, Joanna Trzepiecinska, David Horovitch, Ann Mitchell;84 min;Drama;N/A;10 Mar 1992;5.8;124
2016-2037;2016;Long métrage;LADIES;ANNE GAËLLE DAVAL;NOLITA CINEMA;13  RUE  JACQUES LOUVEL TESSIER;75010;2016-09-12;2016-09-14;2.369656;48.871181;"{""type"": ""Point"", ""coordinates"": [2.3696560000405142, 48.871181000403695]}";48.8711810004,2.36965600004;Florence Foresti, Mathieu Kassovitz, Nicole Garcia, Jonathan Cohen;99 min;Comedy, Drama, Romance;N/A;08 Mar 2017;6.4;435
2016-2070;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;QUAI  DE L'HOTEL DE VILLE;75004;2016-02-26;2016-02-26;2.354243;48.854811;"{""type"": ""Point"", ""coordinates"": [2.354242999731426, 48.85481099977615]}";48.8548109998,2.35424299973;Armaan Ralhan, Ranveer Singh, Vaani Kapoor, Akarsh Khurana;130 min;Comedy, Drama, Romance;N/A;09 Dec 2016;3.9;7,110
2020-606;2020;Long métrage;Des vacances à tout prix;Stevan Lee Mraovitch;Charlotte Russe Films;rue du docteur tuffier, 75013 paris;75013;2020-10-06;2020-10-06;2.35388681;48.82213748;"{""type"": ""Point"", ""coordinates"": [2.353886810297367, 48.822137474523835]}";48.8221374745,2.3538868103;;;;;;;
2020-624;2020;Série Web;VIRTUE;FABIEN DUFILS;FULLTIMESTUDIO;1 rue raymond pitet, 75017 paris;75017;2020-10-13;2020-10-13;2.29705799;48.88934843;"{""type"": ""Point"", ""coordinates"": [2.297057985712998, 48.88934842710736]}";48.8893484271,2.29705798571;Carole Lombard, Pat O'Brien, Mayo Methot, Jack La Rue;68 min;Crime, Drama, Romance;N/A;25 Oct 1932;6.9;635
2020-633;2020;Série TV;Nona et ses Filles;Valérie Donzelli;Gaumont TV c/o Gaumont Prod TV;5 rue saint-bruno, 75018 paris;75018;2020-10-16;2020-10-16;2.355911;48.8858525;"{""type"": ""Point"", ""coordinates"": [2.355911002356028, 48.88585249978697]}";48.8858524998,2.35591100236;Miou-Miou, Valérie Donzelli, Clotilde Hesme, Barnaby Metschurat;N/A;N/A;N/A;N/A;N/A;N/A
2020-638;2020;Long métrage;LES CHOSES HUMAINES;YVAN ATTAL;CURIOSA FILMS;116 avenue du président kennedy, 75016 paris;75016;2020-10-12;2020-10-12;2.27952937;48.85214876;"{""type"": ""Point"", ""coordinates"": [2.279529371112953, 48.852148763569126]}";48.8521487636,2.27952937111;Camille Razat, Mathieu Kassovitz, Laëtitia Eïdo, Benjamin Lavernhe;N/A;Drama;N/A;24 Nov 2021;N/A;N/A
2020-643;2020;Série TV;ARSENE LUPIN;Hugo Gélin;GAUMONT PRODUCTION TELEVISION;cour du ponant, 75012 paris;75012;2020-10-19;2020-10-20;2.38992347;48.83249044;"{""type"": ""Point"", ""coordinates"": [2.389923473844891, 48.83249043603724]}";48.832490436,2.38992347384;Omar Sy, Vincent Londez, Ludivine Sagnier, Hervé Pierre;231 min;Action, Crime, Drama, Mystery;N/A;08 Jan 2021;7.6;62,178
2020-651;2020;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;9 place du président mithouard, 75007 paris;75007;2020-10-15;2020-10-16;2.31344358;48.84993983;"{""type"": ""Point"", ""coordinates"": [2.31344358484309, 48.8499398292734]}";48.8499398293,2.31344358484;N/A;N/A;Drama;N/A;03 Sep 2012;N/A;N/A
2018-1050;2018;Long métrage;Je voudrais que quelqu'un m'attende quelque part;Arnaud VIARD;Easy TIGER;promenade dora bruder, 75018 paris;75018;2018-09-12;2018-09-13;2.3361825;48.89656113;"{""type"": ""Point"", ""coordinates"": [2.336182503306142, 48.896561129443484]}";48.8965611294,2.33618250331;Jean-Paul Rouve, Alice Taglioni, Aurore Clément, Benjamin Lavernhe;89 min;Drama, Romance;N/A;22 Jan 2020;5.8;246
2018-1060;2018;Long métrage;LUZ;Flora LAU;AMA Productions;rue aubriot, 75004 paris;75004;2018-09-10;2018-09-11;2.35696973;48.85845512;"{""type"": ""Point"", ""coordinates"": [2.356969732990853, 48.85845511633035]}";48.8584551163,2.35696973299;Ernesto Reyes, Jesse Tayeh, Jimmy Garcia, Alma Gloria Garcia;118 min;Crime, Drama, Romance;N/A;06 Apr 2021;6.3;746
2019-101;2019;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;51 boulevard saint-michel, 75005 paris;75005;2019-02-08;2019-02-08;2.34171312;48.84838125;"{""type"": ""Point"", ""coordinates"": [2.3417131237721662, 48.84838124777423]}";48.8483812478,2.34171312377;Laetitia Dosch, Sergei Polunin, Lou-Teymour Thion, Caroline Ducey;99 min;Drama, Romance;65;07 Jan 2021;6.2;85
2019-382;2019;Série TV;Plan Coeur S2;Noemie Saglio - Renaud Bertrand;MyBox Films;6 rue chauveau-lagarde, 75008 paris;75008;2019-04-05;2019-04-06;2.3239156100000002;48.87131528;"{""type"": ""Point"", ""coordinates"": [2.323915611687755, 48.87131527584041]}";48.8713152758,2.32391561169;Victor Artus Solaro;N/A;Reality-TV;N/A;25 Oct 2019;6.6;9
2016-583;2016;Long métrage;CORPORATE;NICOLAS SILHOL;KAZAK PRODUCTIONS;12  RUE  DES MATHURINS;75009;2016-03-08;2016-03-08;2.3296609999999998;48.872994;"{""type"": ""Point"", ""coordinates"": [2.329660999440995, 48.872993999970475]}";48.872994,2.32966099944;Matt Ingebretson, Jake Weisman, Adam Lustick, Anne Dudek;30 min;Comedy;N/A;17 Jan 2018;7.7;2,870
2016-587;2016;Long métrage;BLOCKBUSTER;JULY HYGRECK;VIRGINIE FILMS;RUE  PHILIPPE DE GIRARD;75010;2016-04-19;2016-04-20;2.361636;48.882895;"{""type"": ""Point"", ""coordinates"": [2.3616360005616253, 48.88289499993058]}";48.8828949999,2.36163600056;Aadhi, Allu Arjun, Rakul Preet Singh;5 min;Short, Music;N/A;27 Jun 2016;8.6;8
2016-592;2016;Long métrage;L'AMANT D'UN JOUR;PHILIPPE GARREL;SBS FILMS;59  RUE  MOUZAIA;75019;2016-07-21;2016-07-21;2.396149;48.880475;"{""type"": ""Point"", ""coordinates"": [2.396149000347762, 48.88047499993152]}";48.8804749999,2.39614900035;Éric Caravaca, Esther Garrel, Louise Chevillotte, Paul Toucang;76 min;Drama;69;12 Jan 2018;6.7;1,982
2016-596;2016;Long métrage;MARVIN;ANNE FONTAINE;CINE @;PLACE  SAINT MICHEL;75006;2016-09-23;2016-09-23;2.3434749999999998;48.85353;"{""type"": ""Point"", ""coordinates"": [2.343474999953826, 48.85352999971615]}";48.8535299997,2.34347499995;Finnegan Oldfield, Grégory Gadebois, Vincent Macaigne, Catherine Salée;115 min;Drama;N/A;22 Nov 2017;7.0;1,230
2016-604;2016;Série TV;MUNCH;NICOLAS GUICHETEAU;EXILENE FILMS;RUE  JEAN DOLENT;75014;2016-11-25;2016-11-25;2.338651;48.833576;"{""type"": ""Point"", ""coordinates"": [2.338651000407017, 48.83357599980157]}";48.8335759998,2.33865100041;Isabelle Nanty, Aurélien Wiik, Tom Villa, Paloma Coquant;N/A;Crime, Drama;N/A;09 Nov 2016;7.6;90
2016-2102;2016;Série TV;LA LICORNE;AVRIL BESSON;DELANTE FILMS;RUE  MAX DORMOY;75018;2016-11-02;2016-11-02;2.35968;48.887296;"{""type"": ""Point"", ""coordinates"": [2.359680000193619, 48.88729599966241]}";48.8872959997,2.35968000019;;;;;;;
2016-2158;2016;Série TV;EMMA;ALFRED LOT;MANDARIN CINEMA;9  RUE  RAFFAELLI;75016;2016-02-12;2016-02-12;2.255578;48.843367;"{""type"": ""Point"", ""coordinates"": [2.255578000405656, 48.84336699962357]}";48.8433669996,2.25557800041;Anya Taylor-Joy, Angus Imrie, Letty Thomas, Gemma Whelan;124 min;Comedy, Drama, Romance;71;06 Mar 2020;6.7;35,845
2016-2180;2016;Long métrage;LA MELODIE;RACHID HAMI;MIZAR FILMS;RUE  DU GENERAL FOY;75008;2016-06-23;2016-06-23;2.317688;48.878822;"{""type"": ""Point"", ""coordinates"": [2.317687999924045, 48.8788219998703]}";48.8788219999,2.31768799992;Kad Merad, Samir Guesmi, Alfred Renely, Jean-Luc Vincent;102 min;Comedy, Drama, Music;N/A;08 Nov 2017;6.5;695
2016-2184;2016;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;AVENUE  GUSTAVE EIFFEL (TOUR EIFFEL);75007;2016-10-13;2016-10-13;2.2946809999999997;48.857581;"{""type"": ""Point"", ""coordinates"": [2.294681000512786, 48.857580999790834]}";48.8575809998,2.29468100051;Nahuel Pérez Biscayart, Arnaud Valois, Adèle Haenel, Antoine Reinartz;143 min;Drama;84;20 Oct 2017;7.4;13,782
2020-687;2020;Série TV;Arsène Lupin;Hugo GÉLIN;Gaumont production télévision;4 rue nicolas flamel, 75004 paris;75004;2020-10-22;2020-10-22;2.34936964;48.85848187;"{""type"": ""Point"", ""coordinates"": [2.349369642676092, 48.858481864636914]}";48.8584818646,2.34936964268;Romain Duris, Kristin Scott Thomas, Pascal Greggory, Eva Green;125 min;Action, Adventure, Crime, Mystery, Romance, Thriller;N/A;13 Oct 2004;5.5;6,858
2020-688;2020;Long métrage;L'amour c'est mieux que la vie;Claude Lelouch;Les Films 13;4 place du calvaire, 75018 paris;75018;2020-10-29;2020-10-29;2.34031211;48.88632706;"{""type"": ""Point"", ""coordinates"": [2.340312105747183, 48.88632706079129]}";48.8863270608,2.34031210575;Christopher Lambert, Béatrice Dalle, Françoise Fabian, Jean-Louis Trintignant;N/A;N/A;N/A;N/A;N/A;N/A
2020-710;2020;Série Web;Jeune et Golri;Fanny Sidney;THE FILM TV;square samuel rousseau, 75007 paris;75007;2020-10-15;2020-10-15;2.3197099;48.85903132;"{""type"": ""Point"", ""coordinates"": [2.319709900949699, 48.85903131914795]}";48.8590313191,2.31970990095;;;;;;;
2020-726;2020;Série TV;L'Opéra;Stéphane DEMOUSTIER;Telfrance Cie;place diaghilev, 75009 paris;75009;2020-10-18;2020-10-18;2.33141074;48.87307616;"{""type"": ""Point"", ""coordinates"": [2.331410736458704, 48.873076159368345]}";48.8730761594,2.33141073646;James Gandolfini, Edie Falco, Michael Imperioli, Steven Van Zandt;55 min;Crime, Drama;N/A;10 Jan 1999;9.2;310,982
2020-734;2020;Long métrage;COULEURS DE L'INCENDIE;Clovis Cornillac;GAUMONT C/0 GAUMONT PRODUCTION;quai d'anjou, 75004 paris;75004;2020-10-28;2020-10-28;2.35922973;48.85169241;"{""type"": ""Point"", ""coordinates"": [2.35922973120427, 48.851692404470654]}";48.8516924045,2.3592297312;;;;;;;
2020-744;2020;Long métrage;MES TRÈS CHERS ENFANTS;ALEXANDRA LECLÈRE;LES FILMS DU 24;1 rue de bérite, 75006 paris;75006;2020-10-30;2020-10-30;2.32391052;48.84804231;"{""type"": ""Point"", ""coordinates"": [2.323910516678388, 48.84804230903793]}";48.848042309,2.32391051668;;;;;;;
2020-746;2020;Long métrage;MES TRÈS CHERS ENFANTS;ALEXANDRA LECLÈRE;LES FILMS DU 24;4 rue jean-françois gerbillon, 75006 paris;75006;2020-10-29;2020-10-30;2.32457196;48.84764801;"{""type"": ""Point"", ""coordinates"": [2.324571963594853, 48.84764800589605]}";48.8476480059,2.32457196359;;;;;;;
2020-750;2020;Long métrage;LES CHOSES HUMAINES;YVAN ATTAL;CURIOSA FILMS;2 allée d'andrézieux, 75018 paris;75018;2020-10-29;2020-10-30;2.35238734;48.89206129;"{""type"": ""Point"", ""coordinates"": [2.35238734236085, 48.89206128998239]}";48.89206129,2.35238734236;Camille Razat, Mathieu Kassovitz, Laëtitia Eïdo, Benjamin Lavernhe;N/A;Drama;N/A;24 Nov 2021;N/A;N/A
2019-396;2019;Long métrage;UN VOYAGE EN HIVER;Claus DREXEL;MANEKI FILMS;2 rue de l'ourcq, 75019 paris;75019;2019-04-03;2019-04-03;2.38478402;48.88721391;"{""type"": ""Point"", ""coordinates"": [2.384784018376402, 48.88721391040695]}";48.8872139104,2.38478401838;Baptiste Amann, Emilie Favre Bertin, Jean-Henri Compère, Catherine Frot;86 min;Drama;N/A;28 Oct 2020;6.1;25
2019-1702;2019;Long métrage;LISA REDLER;Nicole GARCIA;LES FILMS PELLEAS;60 rue césaria évora, 75019 paris;75019;2019-12-06;2019-12-06;2.37474399;48.89771252;"{""type"": ""Point"", ""coordinates"": [2.374743987653993, 48.89771251667823]}";48.8977125167,2.37474398765;Pierre Niney, Stacy Martin, Benoît Magimel, Christophe Montenez;102 min;Drama, Thriller;N/A;15 Jul 2021;5.2;88
2016-684;2016;Téléfilm;COUP DE FOUDRE A JAIPUR;ARNAULD MERCADIER;BIG BAND STORY;BOULEVARD  MALESHERBES;75008;2016-03-31;2016-03-31;2.318274;48.875906;"{""type"": ""Point"", ""coordinates"": [2.318274000287563, 48.87590599963769]}";48.8759059996,2.31827400029;Lucie Lucas, Émile Azouri, Rayane Bensetti, Cécile Rebboah;92 min;Comedy, Romance;N/A;12 Oct 2016;5.7;95
2016-2204;2016;Long métrage;GANGSTERDAM;ROMAIN LEVY;LES PRODUCTIONS DU TRESOR;UNIVERSITE  PARIS SORBONNE;75005;2016-08-23;2016-08-24;2.343175;48.849319;"{""type"": ""Point"", ""coordinates"": [2.343175000277352, 48.84931900021011]}";48.8493190002,2.34317500028;Kev Adams, Manon Azem, Côme Levin, Hubert Koundé;100 min;Action, Adventure, Comedy, Crime;N/A;19 Sep 2018;4.5;746
2016-2238;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;AVENUE  FRANKLIN ROOSEVELT;75008;2016-05-17;2016-05-17;2.310119;48.870061;"{""type"": ""Point"", ""coordinates"": [2.310118999984263, 48.87006100023051]}";48.8700610002,2.31011899998;Armaan Ralhan, Ranveer Singh, Vaani Kapoor, Akarsh Khurana;130 min;Comedy, Drama, Romance;N/A;09 Dec 2016;3.9;7,110
2016-2239;2016;Long métrage;UNE VIE VIOLENTE;THIERRY DE PERRETI;LES FILMS VELVET;31  BOULEVARD  DU PORT ROYAL;75005;2016-06-15;2016-06-15;2.344724;48.837997;"{""type"": ""Point"", ""coordinates"": [2.3447239997870613, 48.83799699998618]}";48.837997,2.34472399979;Jean Michelangeli, Henri-Noël Tabary, Cédric Appietto, Marie-Pierre Nouveau;107 min;Drama, Thriller;N/A;09 Aug 2017;6.0;316
